"Date","Open","High","Low","Close","Volume","Weekday","DayNum","Month","MACD","MACDSignal","RSI_Scaled","MACDCalc","SMA50_Standardized","SMA200_Standardized","Return_1D","Return_3D","Return_5D","HiLo","OpenClose","MACD_Crossover","RSI_Overbought","RSI_Oversold","Close_above_SMA200","Trend_Gradient","Close_SMA_Ratio","MACD_Diff","ATR"
2011-10-06,0.417333006858826,0.435167014598846,0.402500003576279,0.434500008821487,0.78432,"Thursday","06","10",-4.72987108454209,-3.50828491446579,0.477159712330256,-1.2215861700763,-1.55786414129044,0.469045245880798,0.0345238628267177,0.274817867560043,0.0191563834595727,1.08116027511134,0.960490214927211,0,0,0,0,-4.32135152199443,-0.278907510164252,-1.2215861700763,0.0485524528463217
2011-10-07,0.445832997560501,0.456499993801117,0.426667004823685,0.441332995891571,0.53652,"Friday","07","10",-4.16231961570216,-3.63909185471307,0.486586927361154,-0.523227760989093,-1.55375428984303,0.436331003537331,0.0157260919018551,0.149804748674967,0.150803089028122,1.06992101249957,1.01019638620004,0,0,0,1,-4.56095321498303,-0.284042978208709,-0.523227760989093,0.0472153482842581
2011-10-10,0.460332989692688,0.484167009592056,0.460332989692688,0.476500004529953,0.30468,"Monday","10","10",-3.02711911121447,-3.51669730601335,0.533233873069069,0.489578194798877,-1.53991735329291,0.406000135533744,0.0796836152423599,0.134523855730927,0.398045356350716,1.05177560686076,0.966071322804681,1,0,0,1,-4.7928986187861,-0.309432193559623,0.489578194798877,0.0469023958139886
2011-10-11,0.46883299946785,0.481000006198883,0.463667005300522,0.47333300113678,0.30294,"Tuesday","11","10",-2.16590082827919,-3.24653801046652,0.528576277847267,1.08063718218733,-1.52870231248877,0.375045585051777,-0.00664638691094521,0.0893739735946628,0.233174354689207,1.0373824332985,0.990492947548296,0,0,0,1,-5.07604401549676,-0.309630591430309,1.08063718218733,0.0447902961771581
2011-10-12,0.4913330078125,0.501667022705078,0.485832989215851,0.485832989215851,0.41778,"Wednesday","12","10",-1.24817330758794,-2.8468650698908,0.545452267935061,1.59869176230286,-1.50362377861547,0.345287649926587,0.0264084440532362,0.100830877678615,0.156745248533992,1.03259151568687,1.01132080101338,0,0,0,1,-5.35469898484688,-0.323108078048089,1.59869176230286,0.043614847990811
2011-10-13,0.47766700387001,0.520332992076874,0.476166993379593,0.516332983970642,0.45486,"Thursday","13","10",0.010119334039449,-2.27546818910475,0.584533536433372,2.2855875231442,-1.47874061284314,0.316988773034128,0.0627787643733686,0.0835949193326506,0.18833825889006,1.09275317128517,0.925114255139605,0,0,0,1,-5.6649621016197,-0.349170760230831,2.2855875231442,0.043654215898416
2011-10-14,0.536499977111816,0.537333011627197,0.507000029087067,0.534667015075684,0.47322,"Friday","14","10",1.28872467484813,-1.56262961631418,0.606438600855376,2.8513542911623,-1.42867892428758,0.289109119761152,0.0355081539901854,0.129578993629434,0.211482078278696,1.05982836449684,1.0034282310007,0,0,0,1,-5.94165983234249,-0.374238750209252,2.8513542911623,0.042702699229967
2011-10-17,0.522000014781952,0.523999989032745,0.484833002090454,0.49066698551178,0.36648,"Monday","17","10",1.5157844198779,-0.946946809075761,0.533711715975208,2.46273122895366,-1.38274491532828,0.258206384193877,-0.082294266007181,0.009949913660106,0.0297313344116374,1.08078449027483,1.06385803446199,0,0,0,1,-6.35519259000984,-0.354849965508851,2.46273122895366,0.0432120787839144
2011-10-18,0.491499990224838,0.52666699886322,0.473832994699478,0.522333025932312,0.52332,"Tuesday","18","10",2.2017491853197,-0.317207610196669,0.573365914422156,2.51895679551637,-1.31172387315516,0.227812834996334,0.0645367252241429,0.0116204893894811,0.103521251799159,1.11150343001599,0.940970541442521,0,0,0,1,-6.75790153867439,-0.398203491315527,2.51895679551637,0.0438993591681878
2011-10-19,0.521166980266571,0.521166980266571,0.484499990940094,0.488166987895966,0.44826,"Wednesday","19","10",2.14059086340699,0.174352084524063,0.521804152995954,1.96623877888293,-1.26391507625513,0.194571792541624,-0.0654104495410059,-0.0869700689748661,0.00480411732410735,1.07568006194454,1.06759980332312,0,0,0,1,-7.49588031104119,-0.386234009758284,1.96623877888293,0.0434660502984756
