"Date","Open","High","Low","Close","Volume","Weekday","DayNum","Month","MACD","MACDSignal","RSI_Scaled","MACDCalc","SMA50_Standardized","SMA200_Standardized","Return_1D","Return_3D","Return_5D","HiLo","OpenClose","MACD_Crossover","RSI_Overbought","RSI_Oversold","Close_above_SMA200","Trend_Gradient","Close_SMA_Ratio","MACD_Diff","ATR"
2006-06-20,56.6399993896484,57.4799995422363,56.1599998474121,57.2999992370605,0.110724,"Tuesday","20","06",-3.57306339665999,-2.6066898969722,0.355173229995079,-0.966373499687793,1.16537263532141,2.16351292501244,0.0166784708397667,-0.000348926341070421,0.0246781314968212,1.02350426813409,0.988481677902271,0,0,0,1,-0.461351664763127,49.1688216286778,-0.966373499687793,1.73169921675518
2006-06-21,56.6199989318848,58.7700004577637,56.6199989318848,58.3300018310547,0.061621,"Wednesday","21","06",-3.40055088331195,-2.76546209424015,0.400873726501019,-0.635088789071799,1.11543209301918,2.14872492972609,0.0179756126999728,0.0112690971296785,0.0487235338225867,1.03797247556407,0.97068399030532,0,0,0,1,-0.480886512001623,52.2936377715034,-0.635088789071799,1.76157795312116
2006-06-22,58.1699981689453,58.6100006103516,57.6599998474121,57.7299995422363,0.053748,"Thursday","22","06",-3.30851375018536,-2.87407242542919,0.38380926508219,-0.434441324756169,1.0678004703936,2.1334887300618,-0.010286340990631,0.0243080006573517,0.00715282361470648,1.01647590644213,1.00762166343665,0,0,0,1,-0.499504986669104,54.0644072960154,-0.434441324756169,1.70360815382247
2006-06-23,57.2700004577637,58.2999992370605,57.2700004577637,57.9900016784668,0.061067,"Friday","23","06",-3.16455713477941,-2.93216936729924,0.395811608850674,-0.232387767480176,1.02111701152325,2.11896730518982,0.00450376127303187,0.0120419275845289,0.00537450366939751,1.01798496195327,0.987584045527447,0,0,0,1,-0.518106292144147,56.7907507406625,-0.232387767480176,1.65549319849921
2006-06-26,58.25,58.3300018310547,57.4199981689453,58.2799987792969,0.034237,"Monday","26","06",-2.97694782192688,-2.94112505822476,0.409624377487231,-0.0358227637021145,0.977832516707618,2.10488197197524,0.00500081207857184,-0.000857244131461488,0.0340666811240713,1.01584820082076,0.999485264586046,0,0,0,1,-0.535445440776894,59.6012075519096,-0.0358227637021145,1.60224394589994
2006-06-27,58.7099990844727,59.2599983215332,57.6800003051758,57.6800003051758,0.065159,"Tuesday","27","06",-2.87800116916356,-2.92850028041252,0.389769927424674,0.0504991112489654,0.919990564721903,2.09004362395188,-0.0102951010070068,-0.000866087605352672,0.00663178138176068,1.02739247586682,1.01785712159929,1,0,0,1,-0.559822314625962,62.6962955023473,0.0504991112489654,1.60065495093262
2006-06-28,58.1500015258789,58.189998626709,57.3499984741211,57.5400009155273,0.028989,"Wednesday","28","06",-2.78754568945002,-2.90030936222002,0.385079812343018,0.112763672770001,0.856236391681014,2.07537266857997,-0.00242717387149316,-0.00775997154534569,-0.0135436463351309,1.01464690801983,1.01060133125905,0,0,0,1,-0.587430053096499,67.2010690909334,0.112763672770001,1.54632246533656
2006-06-29,58,59.7799987792969,58,59.5200004577637,0.107485,"Thursday","29","06",-2.41541460394903,-2.80333041056582,0.480322698971629,0.387915806616796,0.793231585682706,2.06421641321061,0.0344108361267339,0.0212766249903782,0.0310064252506661,1.03068963412581,0.974462358096884,0,0,0,1,-0.615722663279795,75.0348341292246,0.387915806616796,1.59587070808178
2006-06-30,60.8699989318848,61.3499984741211,60.6800003051758,61.2299995422363,0.077738,"Friday","30","06",-1.86444750242847,-2.61555382893835,0.545758586401603,0.751106326509885,0.766211136248985,2.05507968703586,0.0287298231068749,0.0615464496927542,0.0558716635625245,1.01104149910309,0.994120519140242,0,0,0,1,-0.62716232315345,79.9126985310995,0.751106326509885,1.61259408724432
2006-07-03,61.9599990844727,62.3699989318848,61.8800010681152,62.1800003051758,0.030785,"Monday","03","07",-1.28487520354523,-2.34941810385973,0.577581363640341,1.0645429003145,0.72901196676339,2.04678290487092,0.0155152828685576,0.0806395432016116,0.0669183529095119,1.00791851737737,0.996461865236035,0,0,0,1,-0.643825456511048,85.293524852874,1.0645429003145,1.57883732313033
2006-07-05,62.4799995422363,62.6300010681152,61.439998626709,62.5,0.081784,"Wednesday","05","07",-0.77540806573666,-2.03461609623512,0.588050377028234,1.25920803049846,0.708380864578851,2.0385433204097,0.00514634437526018,0.0500671962250905,0.0835644880256998,1.01936852975268,0.999679992675781,0,0,0,1,-0.652506347308585,88.2293736677341,1.25920803049846,1.55106340300718
2006-07-06,62.4599990844727,63.2000007629395,62.0499992370605,63.0200004577637,0.056866,"Thursday","06","07",-0.300563794156972,-1.68780563581949,0.605174439013894,1.38724184166252,0.68307174898279,2.03057598180669,0.00832000732421867,0.0292340507742876,0.0952380857671751,1.01853346559257,0.991113910358247,0,0,0,1,-0.663606900158923,92.2597085176062,1.38724184166252,1.52241612606945
2006-07-07,62.8400001525879,63.0499992370605,62.4599990844727,62.6300010681152,0.053287,"Friday","07","07",0.0214499293888837,-1.34595452277781,0.585516118071199,1.3674044521667,0.646156442551404,2.02228446536734,-0.00618850185362685,0.0072370659493548,0.052251353938723,1.00944604805053,1.00335301103131,0,0,0,1,-0.680481923479529,96.9269931300466,1.3674044521667,1.45581498510648
2006-07-10,62.1300010681152,62.5,61.9900016784668,62.0200004577637,0.03512,"Monday","10","07",0.192404799237611,-1.03828265837473,0.555140854175771,1.23068745761234,0.609661532332458,2.01230257166081,-0.00973975091726631,-0.00767999267578123,0.0129021871865669,1.00822710610944,1.00177363124056,0,0,0,1,-0.697032871239992,101.728577528069,1.23068745761234,1.39754244257376
2006-07-11,62.8300018310547,63.9799995422363,62.7000007629395,63.810001373291,0.05787,"Tuesday","11","07",0.557021810575953,-0.719221764584592,0.61779939066928,1.27624357516054,0.568749946212556,2.00572860228461,0.0288616720786121,0.0125357173879554,0.0262142338391007,1.0204146533289,0.984641913161805,0,0,0,1,-0.716437236042441,112.193419618265,1.27624357516054,1.43771791699511
