"Date","Open","High","Low","Close","Volume","Weekday","DayNum","Month","MACD","MACDSignal","SMA50_Standardized","SMA200_Standardized","DaysToEarnings"
2018-05-11,6.31949996948242,6.49475002288818,6.26350021362305,6.36324977874756,12.14456,"Friday","11","05",2.59030500362747,1.00795726818558,0.0262050968981029,1.66313814153515,97
2018-05-14,6.40175008773804,6.46225023269653,6.3600001335144,6.38399982452393,5.2314,"Monday","14","05",2.78122936942549,1.36261168843356,0.0982167534878106,1.66226406255652,94
2018-05-15,6.31974983215332,6.32250022888184,6.03749990463257,6.13899993896484,9.63528,"Tuesday","15","05",2.57743978880509,1.60557730850787,0.118508533576183,1.6593035980758,93
2018-05-16,6.09999990463257,6.21299982070923,6.0627498626709,6.15024995803833,5.53828,"Wednesday","16","05",2.40297779123517,1.76505740505333,0.0947253655919095,1.65678671485741,92
2018-05-17,6.15199995040894,6.28749990463257,6.13574981689453,6.19274997711182,5.19784,"Thursday","17","05",2.29405610373401,1.87085714478946,0.0927764630900702,1.654261650089,91
2018-05-18,6.24525022506714,6.30924987792969,6.14349985122681,6.14849996566772,4.83716,"Friday","18","05",2.12476653114908,1.92163902206139,0.0855019895062541,1.65149611149189,90
2018-05-21,6.24700021743774,6.25075006484985,6.01224994659424,6.10599994659424,6.40624,"Monday","21","05",1.91262731845352,1.91983668133981,0.0116057040921698,1.64813475171255,87
2018-05-22,6.11950016021729,6.14499998092651,6.00624990463257,6.06750011444092,5.18264,"Tuesday","22","05",1.67456194234716,1.87078173354128,-0.145966812593888,1.64444501708546,86
2018-05-23,6.00699996948242,6.18975019454956,6.00624990463257,6.18849992752075,4.42956,"Wednesday","23","05",1.62667428489063,1.82196024381115,-0.205812500521739,1.64075674344628,85
2018-05-24,6.18475008010864,6.2350001335144,6.13100004196167,6.19224977493286,4.37372,"Thursday","24","05",1.57520913950224,1.77261002294937,-0.260913701655601,1.63749513148386,84
2018-05-25,6.20499992370605,6.24849987030029,6.16900014877319,6.23199987411499,2.92112,"Friday","25","05",1.56824630535206,1.73173727942991,-0.281462906753413,1.63424249488628,83
2018-05-29,6.21374988555908,6.28350019454956,6.16750001907349,6.21474981307983,3.52684,"Tuesday","29","05",1.52216061003216,1.68982194555036,-0.315733198763419,1.63217426945016,79
2018-05-30,6.24875020980835,6.33349990844727,6.22375011444092,6.32474994659424,3.90996,"Wednesday","30","05",1.61049942263154,1.6739574409666,-0.126426638797529,1.63237641591913,78
2018-05-31,6.29250001907349,6.38000011444092,6.28175020217896,6.30474996566772,4.93868,"Thursday","31","05",1.6346009751284,1.66608614779896,-0.0748410089594707,1.63034735929289,77
2018-06-01,6.34999990463257,6.44675016403198,6.34124994277954,6.44049978256226,4.21968,"Friday","01","06",1.80807549628381,1.69448401749593,0.0848101361029214,1.62950656807954,76
2018-06-04,6.47499990463257,6.64349985122681,6.44250011444092,6.62125015258789,6.42024,"Monday","04","06",2.15091103117748,1.78576942023224,0.471753453060511,1.63020652372198,73
2018-06-05,6.62449979782104,6.66475009918213,6.5792498588562,6.62674999237061,3.91712,"Tuesday","05","06",2.39725716376447,1.90806696893868,1.00690191815355,1.63155738413506,72
2018-06-06,6.53574991226196,6.63199996948242,6.51924991607666,6.62874984741211,3.71356,"Wednesday","06","06",2.56171002219425,2.0387955795898,1.3692987534463,1.63289663175313,71
2018-06-07,6.625,6.63700008392334,6.48124980926514,6.57250022888184,3.69448,"Thursday","07","06",2.58851156184186,2.14873877604021,1.97020945946589,1.63423575558249,70
2018-06-08,6.49900007247925,6.59999990463257,6.48000001907349,6.55700016021729,3.60456,"Friday","08","06",2.55928317841316,2.2308476565148,2.5333176327713,1.63487582477735,69
2018-06-11,6.54425001144409,6.58624982833862,6.50250005722046,6.51550006866455,2.65372,"Monday","11","06",2.4548660363666,2.27565133248516,2.81717318449516,1.6346746873243,66
2018-06-12,6.54225015640259,6.57674980163574,6.49149990081787,6.5644998550415,3.1916,"Tuesday","12","06",2.405136626459,2.30154839127993,3.13270850017492,1.63491178548858,65
2018-06-13,6.56599998474121,6.6417498588562,6.55074977874756,6.55999994277954,3.38208,"Wednesday","13","06",2.33247440436481,2.30773359389691,3.25244776914136,1.63535058193968,64
2018-06-14,6.60550022125244,6.73000001907349,6.59049987792969,6.6727499961853,4.30016,"Thursday","14","06",2.38683392017165,2.32355365915185,3.30747772381806,1.63634543204194,63
2018-06-15,6.61499977111816,6.68699979782104,6.58374977111816,6.63149976730347,4.3226,"Friday","15","06",2.35026511863203,2.32889595104789,3.3064180370694,1.63708780046143,62
2018-06-18,6.58699989318848,6.64499998092651,6.55950021743774,6.62725019454956,3.56268,"Monday","18","06",2.28885177237976,2.32088711531426,3.29676549315528,1.63764908879769,59
2018-06-19,6.52299976348877,6.59100008010864,6.37550020217896,6.50425004959106,5.94932,"Tuesday","19","06",2.06408188162925,2.26952606857726,3.20557899428493,1.63675565203008,58
2018-06-20,6.5457501411438,6.61124992370605,6.50699996948242,6.55775022506714,3.6978,"Wednesday","20","06",1.92987552518071,2.20159595989795,3.05251316316988,1.63608488460104,57
2018-06-21,6.59000015258789,6.6085000038147,6.42000007629395,6.42775011062622,3.59516,"Thursday","21","06",1.6438057123461,2.09003791038758,2.90335237312791,1.63535061024684,56
2018-06-22,6.44875001907349,6.46225023269653,6.25825023651123,6.27374982833862,4.3416,"Friday","22","06",1.21176998420922,1.91438432515191,2.70848635846673,1.63364677528973,55
2018-06-25,6.16625022888184,6.17000007629395,5.88850021362305,5.97800016403198,6.65816,"Monday","25","06",0.491617996717508,1.62983105946503,2.51105889950325,1.62989243389594,52
2018-06-26,6.09250020980835,6.1412501335144,5.99774980545044,6.04974985122681,4.78884,"Tuesday","26","06",0.00682568512595516,1.30522998459722,2.36256398342855,1.6272183372203,51
2018-06-27,6.09375,6.16074991226196,5.88749980926514,5.89300012588501,4.53892,"Wednesday","27","06",-0.574459165780272,0.929292154521718,2.18495155413981,1.62268138333233,50
2018-06-28,5.88299989700317,6.03350019454956,5.8752498626709,6.02150011062622,3.38012,"Thursday","28","06",-0.864142027429171,0.57060531813154,2.06051791912786,1.61902732534471,49
2018-06-29,6.08725023269653,6.09999990463257,5.9212498664856,5.9225001335144,3.923,"Friday","29","06",-1.21043192194328,0.214397870116577,1.96608932250828,1.61468294464995,48
2018-07-02,5.85225009918213,6.05975008010864,5.83150005340576,6.05600023269653,3.57572,"Monday","02","07",-1.29833983638575,-0.0881496711838894,1.90471652981561,1.61152180928882,45
2018-07-03,6.09100008010864,6.09700012207031,5.91249990463257,5.9210000038147,2.22732,"Tuesday","03","07",-1.52826134398122,-0.376172005743355,1.84687051568558,1.60572609785193,44
2018-07-05,5.97674989700317,6.07324981689453,5.9375,6.06825017929077,3.06216,"Thursday","05","07",-1.50123433083649,-0.601184470761982,1.82570003740118,1.59978425390667,42
2018-07-06,6.04349994659424,6.19175004959106,6.02199983596802,6.18324995040894,2.96352,"Friday","06","07",-1.31361895628841,-0.743671367867267,1.83722291162251,1.59476509576656,41
2018-07-09,6.25825023651123,6.26800012588501,6.15175008773804,6.23124980926514,3.0388,"Monday","09","07",-1.08934867418979,-0.812806829131773,1.82151892859567,1.59042594823631,38
2018-07-10,6.24375009536743,6.35349988937378,6.20300006866455,6.33125019073486,3.60016,"Tuesday","10","07",-0.772022072002887,-0.804649877705995,1.81556370937158,1.58772524666513,37
2018-07-11,6.23750019073486,6.27250003814697,6.17749977111816,6.18825006484985,3.67508,"Wednesday","11","07",-0.699361767165629,-0.783592255597922,1.79506137707986,1.58443451348212,36
2018-07-12,6.23400020599365,6.3292498588562,6.22399997711182,6.28074979782104,3.45508,"Thursday","12","07",-0.515236337730318,-0.729921072024402,1.78094281453569,1.58323292735886,35
2018-07-13,6.29949998855591,6.29949998855591,6.19049978256226,6.23299980163574,2.46988,"Friday","13","07",-0.426640605784301,-0.669264978776381,1.76525933662451,1.5816142057585,34
2018-07-16,6.20499992370605,6.25850009918213,6.19250011444092,6.20499992370605,1.97036,"Monday","16","07",-0.388373023022059,-0.613086587625517,1.72705719583557,1.57923456481686,31
2018-07-17,6.15525007247925,6.35750007629395,6.12949991226196,6.34224987030029,3.62136,"Tuesday","17","07",-0.177740928838011,-0.526017455868016,1.69100300603298,1.57787663060418,30
2018-07-18,6.33475017547607,6.34875011444092,6.24100017547607,6.29250001907349,2.7764,"Wednesday","18","07",-0.0747301220779706,-0.435759989110007,1.62314835737677,1.57571625411401,29
2018-07-19,6.27349996566772,6.33475017547607,6.25825023651123,6.30074977874756,2.35752,"Thursday","19","07",0.0172675749631424,-0.345154476295377,1.55719927067684,1.57365621667262,28
2018-07-20,6.29825019836426,6.33750009536743,6.26125001907349,6.27225017547607,2.22352,"Friday","20","07",0.052666876007823,-0.265590205834737,1.4767544862646,1.57142430587609,27
2018-07-23,6.24550008773804,6.24725008010864,6.08199977874756,6.2352499961853,3.01584,"Monday","23","07",0.0325439290239871,-0.205963378862992,1.38387049542298,1.56877323777231,24
2018-07-24,6.28375005722046,6.37125015258789,6.19999980926514,6.21775007247925,3.5462,"Tuesday","24","07",-0.00595691626030792,-0.165962086342455,1.31103628938346,1.56611915259731,23
2018-07-25,6.22725009918213,6.30950021743774,6.16874980926514,6.29675006866455,3.19112,"Wednesday","25","07",0.0648571910361051,-0.119798230866743,1.24909275138842,1.56402137878111,22
2018-07-26,6.27650022506714,6.4082498550415,6.25950002670288,6.37099981307983,3.25124,"Thursday","26","07",0.214107410704245,-0.0530171025525456,1.22960048719171,1.56182538182382,21
2018-07-27,6.40799999237061,6.41499996185303,6.24599981307983,6.30049991607666,2.9542,"Friday","27","07",0.23864280527639,0.00531487901324152,1.20160814446364,1.55862978899897,20
2018-07-30,6.31475019454956,6.32075023651123,6.06799983978271,6.10325002670288,3.4034,"Monday","30","07",0.00383132459083058,0.00501816812875933,1.14572018713607,1.55384001828407,17
2018-07-31,6.09275007247925,6.19700002670288,6.05350017547607,6.12150001525879,2.83988,"Tuesday","31","07",-0.157456625234897,-0.027476790543972,1.10035186911089,1.54930557282446,16
2018-08-01,6.15325021743774,6.20900011062622,6.09724998474121,6.16174983978271,2.83556,"Wednesday","01","08",-0.230767468353188,-0.0681349261058152,1.06792706489683,1.54455918738259,15
2018-08-02,6.08974981307983,6.26949977874756,6.03025007247925,6.26550006866455,2.69668,"Thursday","02","08",-0.152603170907495,-0.0850285750661511,1.05626847570803,1.54007986793726,14
2018-08-03,6.29024982452393,6.32649993896484,6.27325010299683,6.30249977111816,2.14288,"Friday","03","08",-0.0423209538019109,-0.0764870508133031,1.03554655709765,1.53600560427663,13
2018-08-06,6.28975009918213,6.35424995422363,6.24275016784668,6.35074996948242,2.07508,"Monday","06","08",0.106014666394616,-0.0399867073717193,1.02311194591493,1.53240177772827,10
2018-08-07,6.40000009536743,6.44250011444092,6.3730001449585,6.42374992370605,2.58132,"Tuesday","07","08",0.313531264206568,0.0307168869439382,1.01781972933228,1.52937142016556,9
2018-08-08,6.42500019073486,6.50600004196167,6.3897500038147,6.46049976348877,2.621,"Wednesday","08","08",0.51831530948403,0.128236571451956,1.02345951291932,1.52684862998031,8
2018-08-09,6.47849988937378,6.48124980926514,6.40374994277954,6.41149997711182,2.0428,"Thursday","09","08",0.610168158392255,0.224622888840016,1.00865888118306,1.52412289882757,7
2018-08-10,6.3287501335144,6.40250015258789,6.31750011444092,6.36975002288818,2.56396,"Friday","10","08",0.622228975960226,0.304144106264058,0.99429138860813,1.52084096789021,6
2018-08-13,6.37849998474121,6.52500009536743,6.37674999237061,6.40299987792969,3.75208,"Monday","13","08",0.666344445742384,0.376584174159723,0.967240484750368,1.51878641206978,3
2018-08-14,6.50950002670288,6.55000019073486,6.42549991607666,6.53574991226196,4.6622,"Tuesday","14","08",0.859654885279237,0.473198316383626,0.933894558355102,1.51740229492581,2
2018-08-15,6.55674982070923,6.59100008010864,6.39750003814697,6.47700023651123,5.91136,"Wednesday","15","08",0.926840520706995,0.5639267572483,0.889286312206253,1.51458804672481,1
2018-08-16,6.5475001335144,6.55000019073486,6.3752498626709,6.43599987030029,8.0126,"Thursday","16","08",0.917354963999784,0.634612398598597,0.837059722668767,1.51122148504997,0
2018-08-17,6.32350015640259,6.32425022125244,6.09324979782104,6.12050008773804,11.43188,"Friday","17","08",0.50451460398353,0.608592839675583,0.729016116673641,1.50517655981839,90
2018-08-20,6.07950019836426,6.32999992370605,5.96799993515015,6.19600009918213,8.54388,"Monday","20","08",0.269161094262649,0.540706490592997,0.630878186681734,1.4997191937367,87
2018-08-21,6.21250009536743,6.33750009536743,6.19250011444092,6.33300018310547,6.73988,"Tuesday","21","08",0.254198378587289,0.483404868191855,0.566267279504674,1.49558204087556,86
2018-08-22,6.30000019073486,6.57550001144409,6.29650020599365,6.57049989700317,7.49856,"Wednesday","22","08",0.538089478162873,0.494341790186059,0.54389931521484,1.49274940756106,85
2018-08-23,6.5314998626709,6.73699998855591,6.51749992370605,6.6710000038147,7.20684,"Thursday","23","08",0.878102293565219,0.571093890861891,0.550621333003669,1.49055270988338,84
2018-08-24,6.67950010299683,6.82025003433228,6.67500019073486,6.80550003051758,5.31512,"Friday","24","08",1.29813823034719,0.716502758758951,0.567352926787945,1.48896856738512,83
2018-08-27,6.83549976348877,6.97249984741211,6.80375003814697,6.89750003814697,5.05776,"Monday","27","08",1.72073528722632,0.917349264452424,0.632206213283206,1.4886408504968,80
2018-08-28,6.8914999961853,6.91450023651123,6.73824977874756,6.85949993133545,4.75384,"Tuesday","28","08",1.98116031437585,1.13011147443711,0.6927520234916,1.48880443552291,79
2018-08-29,6.84800004959106,6.98750019073486,6.8270001411438,6.96225023269653,4.20108,"Wednesday","29","08",2.28302095686794,1.36069337092328,0.84323795576264,1.4878055966752,78
2018-08-30,6.93074989318848,7.04300022125244,6.90799999237061,6.94525003433228,3.46608,"Thursday","30","08",2.46891162609193,1.58233702195701,0.975960765050996,1.48739035506462,77
2018-08-31,6.92500019073486,7.03000020980835,6.91499996185303,7.01700019836426,3.06592,"Friday","31","08",2.66842395331059,1.79955440822772,1.19508506390971,1.48727536783381,76
2018-09-04,7.00374984741211,7.13049983978271,6.97499990463257,7.09250020980835,3.9172,"Tuesday","04","09",2.87957713633256,2.01555895384869,1.51370219218312,1.48855152762908,72
2018-09-05,7.07474994659424,7.1104998588562,6.87874984741211,6.96049976348877,3.93156,"Wednesday","05","09",2.85375728135477,2.18319861934991,1.89650466188033,1.48861844318813,71
2018-09-06,6.94399976730347,6.94649982452393,6.78474998474121,6.81799983978271,3.22796,"Thursday","06","09",2.63307022085806,2.27317293965154,2.16558468557037,1.48775311234087,70
2018-09-07,6.72499990463257,6.92325019836426,6.67974996566772,6.79650020599365,2.9542,"Friday","07","09",2.40494863020984,2.2995280777632,2.46855330046323,1.48630825142106,69
2018-09-10,6.81925010681152,6.89825010299683,6.77500009536743,6.86824989318848,2.2014,"Monday","10","09",2.28288674093082,2.29619981039672,2.70519766345669,1.48511707987234,66
2018-09-11,6.82149982452393,6.90999984741211,6.80049991607666,6.82000017166138,2.43112,"Tuesday","11","09",2.10453054290245,2.25786595689787,2.90676884882016,1.48386217841034,65
2018-09-12,6.77974987030029,6.79949998855591,6.5479998588562,6.70499992370605,4.19092,"Wednesday","12","09",1.80604011706493,2.16750078893128,2.95810576717395,1.48145415377163,64
2018-09-13,6.77150011062622,6.875,6.75400018692017,6.78350019454956,3.05536,"Thursday","13","09",1.64387243810675,2.06277511876638,3.04275477063041,1.48025211233826,63
2018-09-14,6.8747501373291,6.97749996185303,6.83750009536743,6.91074991226196,3.86936,"Friday","14","09",1.64732441095612,1.97968497720432,3.06331661982826,1.48072503554439,62
2018-09-17,6.88500022888184,6.93450021743774,6.8287501335144,6.84824991226196,2.05528,"Monday","17","09",1.55763907744291,1.89527579725204,2.98768874581854,1.48350224410812,59
2018-09-18,6.85225009918213,6.95599985122681,6.76875019073486,6.77549982070923,2.9952,"Tuesday","18","09",1.38437083402527,1.79309480460669,2.8711905301744,1.48498268527254,58
2018-09-19,6.75675010681152,6.81750011444092,6.70625019073486,6.79949998855591,2.2486,"Wednesday","19","09",1.26101975161148,1.68667979400765,2.74137995954884,1.48729485909863,57
2018-09-20,6.67624998092651,6.7189998626709,6.60249996185303,6.65700006484985,4.30584,"Thursday","20","09",0.982755197079044,1.54589487462193,2.62553043557598,1.49070687766167,56
2018-09-21,6.66900014877319,6.71500015258789,6.55275011062622,6.58624982833862,4.35128,"Friday","21","09",0.669829810509359,1.37068186179941,2.48496325678541,1.49346146059857,55
2018-09-24,6.55499982833862,6.64599990844727,6.46700000762939,6.64249992370605,2.93912,"Monday","24","09",0.483079480881687,1.19316138561587,2.3863010404173,1.49644867468312,52
2018-09-25,6.70924997329712,6.7354998588562,6.62274980545044,6.71024990081787,2.80388,"Tuesday","25","09",0.411408402705105,1.03681078903372,2.31889869554076,1.49950174572523,51
2018-09-26,6.71525001525879,6.75600004196167,6.65700006484985,6.6729998588562,2.68548,"Wednesday","26","09",0.306398938306862,0.890728418888345,2.22243056314421,1.50243768011369,50
2018-09-27,6.70849990844727,6.73000001907349,6.65325021743774,6.68499994277954,2.14428,"Thursday","27","09",0.234838710180019,0.759550477146679,2.14985844839153,1.50492991658872,49
2018-09-28,6.81825017929077,7.0479998588562,6.78999996185303,7.02549982070923,7.09396,"Friday","28","09",0.579149029880477,0.723470187693439,2.14560871735114,1.51088606245968,48
2018-10-01,7.10400009155273,7.30149984359741,7.06500005722046,7.23400020599365,6.2206,"Monday","01","10",1.08413592988725,0.795603336132202,2.17779684240716,1.51943520812461,45
2018-10-02,7.20625019073486,7.31899976730347,7.1395001411438,7.16200017929077,3.83964,"Tuesday","02","10",1.37905441036583,0.912293550978928,2.1927178281823,1.52739868762965,44
2018-10-03,7.23299980163574,7.24049997329712,7.06325006484985,7.16825008392334,3.20552,"Wednesday","03","10",1.59889997905249,1.04961483659364,2.20304166583583,1.53444217100449,43
2018-10-04,7.13175010681152,7.15625,6.90450000762939,6.98225021362305,3.9122,"Thursday","04","10",1.53715302071227,1.14712247341737,2.16585010019338,1.5387995201908,42
2018-10-05,6.95725011825562,7.01999998092651,6.68849992752075,6.74650001525879,4.26636,"Friday","05","10",1.19939205352086,1.15757638943807,2.08429456548189,1.54170476132007,41
2018-10-08,6.66249990463257,6.77899980545044,6.5019998550415,6.64424991607666,4.08612,"Monday","08","10",0.802082412211669,1.08647759399279,2.007411204954,1.54373213798784,38
2018-10-09,6.62349987030029,6.7189998626709,6.57000017166138,6.63850021362305,2.735,"Tuesday","09","10",0.473958911358263,0.963973857465882,1.96598743306132,1.54597509292264,37
2018-10-10,6.5314998626709,6.57775020599365,6.1399998664856,6.14225006103516,6.8494,"Wednesday","10","10",-0.374471487022432,0.696284788568219,1.85836673429826,1.54446297098859,36
2018-10-11,6.05424976348877,6.18900012969971,5.85650014877319,5.87825012207031,7.25436,"Thursday","11","10",-1.36256773702707,0.284514283449162,1.72210507941909,1.54052111892505,35
2018-10-12,6.13775014877319,6.23850011825562,5.99125003814697,6.16349983215332,6.08236,"Friday","12","10",-1.78847418458442,-0.130083410157554,1.62372440356306,1.53907384705313,34
2018-10-15,6.15000009536743,6.15000009536743,5.88350009918213,5.88450002670288,4.4976,"Monday","15","10",-2.45116259135699,-0.594299246397442,1.49257398453143,1.53545101797535,31
2018-10-16,5.99825000762939,6.15700006484985,5.94850015640259,6.14575004577637,4.08712,"Tuesday","16","10",-2.62743503231124,-1.0009264035802,1.39989786428878,1.5348963736141,30
2018-10-17,6.20849990844727,6.24700021743774,6.02699995040894,6.07649993896484,3.29668,"Wednesday","17","10",-2.82553803929743,-1.36584873072365,1.29497927384935,1.53271086797898,29
2018-10-18,6.14650011062622,6.18524980545044,5.92724990844727,5.98824977874756,5.2402,"Thursday","18","10",-3.06380107498048,-1.70543919957501,1.17987490637286,1.52723767853857,28
2018-10-19,6.04400014877319,6.06374979019165,5.69250011444092,5.72924995422363,6.13608,"Friday","19","10",-3.55129594500804,-2.07461054866162,1.04273757246779,1.51954087464871,27
2018-10-22,5.78200006484985,5.88299989700317,5.67675018310547,5.78049993515015,3.68844,"Monday","22","10",-3.83691446027041,-2.42707133098338,0.923250279394507,1.51204737113395,24
2018-10-23,5.51074981689453,5.60475015640259,5.41774988174438,5.52650022506714,6.26436,"Tuesday","23","10",-4.35681458526592,-2.81301998183989,0.768118922803908,1.50121000308711,23
2018-10-24,5.48775005340576,5.53474998474121,4.97125005722046,4.9852499961853,8.84288,"Wednesday","24","10",-5.45308662502397,-3.3410333104767,0.521907773623506,1.48602568718808,22
2018-10-25,4.88675022125244,5.24375009536743,4.84200000762939,5.19600009918213,9.5172,"Thursday","25","10",-5.99836289114767,-3.8724992266109,0.312588974620582,1.47242165670876,21
2018-10-26,4.95774984359741,5.12099981307983,4.82800006866455,4.95725011825562,6.64784,"Friday","26","10",-6.7105331721363,-4.44010601571598,0.0712606150035485,1.45688063529748,20
2018-10-29,5.09975004196167,5.10325002670288,4.40024995803833,4.64050006866455,7.58016,"Monday","29","10",-7.6739867620991,-5.0868821649926,-0.177426965030512,1.43905348875038,17
2018-10-30,4.66375017166138,5.08500003814697,4.64050006866455,5.07499980926514,8.07192,"Tuesday","30","10",-7.75067642261172,-5.61964101651643,-0.381077218498714,1.42572298950697,16
2018-10-31,5.24125003814697,5.31475019454956,5.10024976730347,5.27075004577637,7.45772,"Wednesday","31","10",-7.44847703808965,-5.98540822083107,-0.583954875676283,1.4132262418984,15
2018-11-01,5.30749988555908,5.46225023269653,5.17974996566772,5.45275020599365,5.66528,"Thursday","01","11",-6.86456369607934,-6.16123931588073,-0.80269198196493,1.40249473904583,14
2018-11-02,5.44325017929077,5.55000019073486,5.25524997711182,5.3730001449585,4.5296,"Friday","02","11",-6.44554030146317,-6.21809951299722,-1.05516079534231,1.38993832022944,13
2018-11-05,5.35974979400635,5.38325023651123,5.13199996948242,5.29425001144409,3.79332,"Monday","05","11",-6.16055702522945,-6.20659101544366,-1.34225385604349,1.37600273082188,10
2018-11-06,5.28625011444092,5.37125015258789,5.23899984359741,5.27650022506714,2.99012,"Tuesday","06","11",-5.89563485670489,-6.14439978369591,-1.63602942004655,1.36084395547751,9
2018-11-07,5.34375,5.43524980545044,5.27950000762939,5.34474992752075,4.83812,"Wednesday","07","11",-5.52234879634397,-6.01998958622552,-1.88967282805571,1.34705701947075,8
