"Date","Open","High","Low","Close","Volume","Weekday","DayNum","Month","MACD","MACDSignal","RSI_Scaled","MACDCalc","SMA50_Standardized","SMA200_Standardized","Return_1D","Return_3D","Return_5D","HiLo","OpenClose","MACD_Crossover","RSI_Overbought","RSI_Oversold","Close_above_SMA200","Trend_Gradient","Close_SMA_Ratio","MACD_Diff","ATR"
2002-01-08,49.125,49.6199989318848,48.6500015258789,49.5,0.007436,"Tuesday","08","01",1.84803798997557,1.86214356933008,0.621820545686175,-0.0141055793545115,2.06175676587096,-1.46451763873506,0.0117526984549015,0.00415867407788717,0.0275039083326054,1.01993828110139,0.992424242424242,0,0,0,1,-2.407806032061,24.0086516602696,-0.0141055793545115,0.789215092907325
2002-01-09,49.875,50.064998626709,49,49,0.008688,"Wednesday","09","01",1.74978066659035,1.83967098878214,0.580119861874686,-0.0898903221917855,2.01333815217323,-1.42794900445908,-0.0101010101010101,-0.0145801608118382,0.00781573583840678,1.0217346658512,1.01785714285714,0,0,0,1,-2.40995101777875,24.3376900929973,-0.0898903221917855,0.808913916750301
2002-01-10,49.0750007629395,49.2999992370605,48.9799995422363,49.2999992370605,0.003652,"Thursday","10","01",1.70175537411068,1.81208786584784,0.59755862053308,-0.110332491737164,1.98322168334812,-1.38616755178217,0.006122433409399,0.00766479317011282,0.000101451836920452,1.00653327271978,0.995436136356936,0,0,0,1,-2.43072291715264,24.8585418619622,-0.110332491737164,0.77399147232701
2002-01-11,49.375,49.4749984741211,48.5499992370605,48.7000007629395,0.008028,"Friday","11","01",1.54642640425133,1.75895557352854,0.548493133916912,-0.21252916927721,1.95684407121484,-1.34537578345357,-0.0121703546329885,-0.0161616007486979,-0.0206133281575683,1.01905250775688,1.01386035372661,0,0,0,1,-2.4544962792415,24.8870114278987,-0.21252916927721,0.784777741236548
2002-01-14,48.6300010681152,48.6300010681152,47.8499984741211,47.9749984741211,0.00781,"Monday","14","01",1.28844081352955,1.66485262152874,0.495544785280345,-0.376411807999198,1.91243431483755,-1.31481879279802,-0.0148871104201314,-0.0209183984873246,-0.0194174916250143,1.01630099516964,1.01365299874574,0,0,0,1,-2.45452310638773,25.0858280997726,-0.376411807999198,0.789436637492392
2002-01-15,48.0950012207031,48.2999992370605,47.7299995422363,48.2999992370605,0.0117,"Tuesday","15","01",1.12495017500323,1.55687213222364,0.518006953903118,-0.431921957220414,1.86613992363502,-1.28582860631384,0.00677437776500955,-0.0202839759731328,-0.0242424396553425,1.01194216845361,0.995755734583943,0,0,0,1,-2.45131311783831,25.8823031570847,-0.431921957220414,0.773762570158951
2002-01-16,47.75,47.9249992370605,47.0999984741211,47.3199996948242,0.043828,"Wednesday","16","01",0.822846184163128,1.41006694261154,0.4525676396034,-0.587220758448409,1.81567876490615,-1.26430458580098,-0.0202898459154504,-0.0283367771354412,-0.0342857205137914,1.01751594033263,1.00908707328717,0,0,0,1,-2.43610866028446,26.0618786810949,-0.587220758448409,0.804208155357558
2002-01-17,47.75,48,47.2599983215332,47.5499992370605,0.008134,"Thursday","17","01",0.614369660102443,1.25092748610972,0.469505925901472,-0.636557826007276,1.76538151499982,-1.23471081855488,0.00486051444885116,-0.00885876499380822,-0.0354969579529824,1.01565809785756,1.0042061149558,0,0,0,1,-2.42979350992165,26.9346873936569,-0.636557826007276,0.79962197843679
2002-01-18,47.5499992370605,47.8300018310547,46.9000015258789,46.9500007629395,0.00991,"Friday","18","01",0.344405906115708,1.06962317011092,0.431957806702156,-0.725217263995209,1.70581989972739,-1.20889650661288,-0.0126182646424409,-0.0279502794088088,-0.0359342910181584,1.01982943016884,1.0127795200079,0,0,0,1,-2.41105536362811,27.5234218867084,-0.725217263995209,0.808934716061003
2002-01-22,47.375,47.5449981689453,46.5550003051758,46.6500015258789,0.013314,"Tuesday","22","01",0.0784088169926145,0.871380299487256,0.414124466802433,-0.792971482494642,1.65222749487866,-1.18960959345321,-0.00638976000395197,-0.0141588794012312,-0.0276184885958241,1.0212651242032,1.01554123151998,0,0,0,1,-2.38888212063132,28.2346115595327,-0.792971482494642,0.821867798040184
